PRODUCT_ID,PRODUCT_CATEGORY_ID,SUPPLIER_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_PRICE,PRODUCT_QTY_AVAILABLE
3000068,27,2000716,Be Quiet! Pure Base 500DX - ATX Mid-Tower,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,52,21
3000465,32,2000280,Fillet Knife,"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",94,37
3000835,35,2000763,Herb Grinder,"Space-saving and nesting bakeware set for all your baking needs. Includes cake pans, loaf pans, and baking sheets for delicious creations.",47,88
3000063,15,2000625,Coastal Loafers,Waterproof and breathable rain jacket for all-weather adventures. Packs down small for easy carrying and keeps you dry in any storm.,40,58
3000306,21,2000165,Vue 360° Security Camera,"All-in-one smartwatch with fitness tracking, notifications, GPS, and contactless payment. Stay connected and on track.",5,64
3000170,32,2000659,Cleaver,Leak-proof and stackable food containers for on-the-go meals or meal prep. Keeps food fresh and organized.,12,56
3000579,22,2000002,Huawei Mate 40 Pro,Keep an eye on your home with this 360° security camera. Live stream footage and receive alerts for peace of mind.,38,8
3000042,29,2000594,Apple iPad Air (2020),"Breathe easy with this air purifier that removes dust, allergens, and odors from your home. Enjoy cleaner air and improved well-being.",66,49
3000314,22,2000835,LG V60 ThinQ 5G,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,62,97
3000721,22,2000046,Asus Zenfone 8,"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",70,93
3000567,13,2000002,Driftwood Corduroy Pants,Comfy and stylish tee with a shimmering constellation design.  Shine bright wherever you go.,91,71
3000778,22,2000154,Vivo iQOO 7,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",83,37
3000466,11,2000856,Traverse Rain Jacket,Cozy and warm robe with a luxurious feel. Perfect for chilly mornings or evenings.,93,13
3000131,12,2000161,Rhythm Polo,Comfy and stylish tee with a shimmering constellation design.  Shine bright wherever you go.,35,53
3000155,24,2000871,NVIDIA GeForce GTX 1650 Super,"Breathe easy with this air purifier that removes dust, allergens, and odors from your home. Enjoy cleaner air and improved well-being.",31,91
3000661,32,2000790,Nakiri Knife,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,5,94
3000146,13,2000594,Aura Sweatpants,Luxuriously soft and lightweight kimono robe for ultimate relaxation. Perfect for lounging at home or pampering yourself at the spa.,8,59
3000818,28,2000544,Acer Swift 3,"Turn any wall into a giant screen with this portable projector. Perfect for movie nights, presentations, or gaming.",61,40
3000605,13,2000589,Tranquility Cargo Pants,Breathable and moisture-wicking tank top for your toughest workouts. Rise from any challenge in style.,95,100
3000635,29,2000625,Samsung Galaxy Tab A7,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,62,57
3000040,22,2000891,Realme Narzo 30 Pro,Experience unparalleled noise cancellation and immersive sound with these top-of-the-line earbuds. Crystal clear audio and exceptional battery life for long listening sessions.,51,45
3000842,22,2000968,Nokia 7.2,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,52,91
3000120,27,2000341,Corsair iCUE 4000X RGB - Mid-Tower,Capture life's moments in an instant with this point-and-shoot digital camera. Easy to use and perfect for capturing memories on the go.,76,32
3000176,31,2000153,Sous Vide Precision Cooker,"Achieve restaurant-quality results at home with this sous vide precision cooker. Perfect for cooking meat, fish, and vegetables to a perfect temperature.",48,90
3000369,14,2000341,Zenith Baseball Cap,Waterproof and breathable rain jacket for all-weather adventures. Packs down small for easy carrying and keeps you dry in any storm.,25,41
3000585,34,2000280,Wok Pan,Keep your knives razor-sharp with this easy-to-use electric knife sharpener. Ensures effortless chopping and slicing for every meal.,90,77
3000827,21,2000341,Snap+ Wireless Charger Stand,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,77,33
3000996,36,2000856,Cordial Glass,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",68,34
3000681,15,2000137,Tranquility Slippers,Performance t-shirt with sweat-wicking technology and built-in media pocket for easy access to your phone.  Stay cool and connected during your workout.,67,43
3000179,33,2000594,Stainless Steel Wok,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,58,50
3000011,15,2000633,Peak Performance Hiking Boots,Versatile shorts that convert to pants with a zip-on leg. Perfect for travel with multiple outfit options in one.,34,53
3000118,21,2000120,Pulse Fitness Tracker,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",40,28
3000388,39,2000063,Demitasse Spoon,"Effortlessly chop, slice, and puree ingredients with this powerful food processor. Saves time and makes cooking a breeze.",57,16
3000129,24,2000891,AMD Radeon RX 480,"High-definition projector for an incredible home theater experience. Enjoy movies, games, and presentations in stunning clarity.",88,80
3000006,31,2000891,Precision Immersion Blender,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",66,90
3000886,21,2000079,Nokia XR20,"Ultra-high definition projector for a truly cinematic experience. Enjoy stunning visuals for movies, games, or presentations.",11,63
3000269,27,2000398,NZXT H710i - ATX Mid-Tower,"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",74,94
3000640,38,2000704,Cuisinart Power Advantage Plus 9-Speed Handheld Mixer,"Powerful and versatile hand blender for effortless blending, pureeing, and whipping. Perfect for soups, smoothies, dips, and more.",65,58
3000599,36,2000897,Whiskey Glass,"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",63,26
3000784,23,2000150,Intel Core i3-10100,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,6,40
3000527,37,2000057,Ramen Bowl,"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",52,64
3000294,26,2000833,"ASUS ROG Thor 1200W Platinum (1200W, 80 Plus Platinum)",Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,98,19
3000121,29,2000833,Microsoft Surface Go 2,"Capture life's moments in an instant with this portable, retro-inspired camera. Prints on-the-go for instant memories.",32,35
3000726,21,2000589,Vue 360° Outdoor Security Camera,"Compact and portable projector for on-the-go entertainment. Perfect for presentations, movie nights, or gaming anywhere.",56,40
3000931,24,2000891,NVIDIA Quadro RTX 8000,Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,57,21
3000580,28,2000072,MSI GS66 Stealth,"All-in-one smartwatch with fitness tracking, notifications, GPS, and contactless payment. Stay connected and on track.",61,10
3000900,31,2000891,Sous Vide Precision Cooker Pro,"Preserve the freshness and flavor of your food with this powerful vacuum sealer. Perfect for sous vide cooking, meal prep, and long-term food storage.",46,21
3000807,23,2000856,AMD Ryzen 3 3300X,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,61,19
3000526,29,2000625,Huawei MatePad Pro,"Compact and portable projector for on-the-go entertainment. Perfect for presentations, movie nights, or gaming anywhere.",25,98
3000994,26,2000046,"be quiet! Straight Power 11 750W (750W, 80 Plus Platinum)",Charge two devices wirelessly at once with this convenient charging pad. Perfect for keeping your phone and other Qi-enabled devices powered up.,47,65
3000097,21,2000455,Groove Max+ Portable Speaker (Waterproof),Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,90,96
3000802,25,2000150,Kingston HyperX Fury 8GB DDR4 2400MHz,Charge two devices wirelessly at once with this convenient charging pad. Perfect for keeping your phone and other Qi-enabled devices powered up.,91,35
3000359,39,2000520,Salad Spoon (part of a salad serving set),"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",49,63
3000333,29,2000063,Apple iPad Mini (2021),"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",27,63
3000530,21,2000248,Vue 360° Security Camera (Indoor),Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,51,35
3000222,29,2000326,Samsung Galaxy Tab S6 Lite,Charge two devices wirelessly at once with this convenient charging pad. Perfect for keeping your phone and other Qi-enabled devices powered up.,24,76
3000321,36,2000520,Collins Glass,"Advanced spiralizer with interchangeable blades for endless possibilities. Create veggie noodles, ribbons, and more.",21,73
3000855,14,2000716,Whisper Newsboy Cap,Flowy maxi dress with a dreamy floral print. Effortlessly chic for any occasion.,9,56
3000702,37,2000287,Serving Bowl,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",96,65
3000215,22,2000520,BlackBerry Evolve X,"Ultra-high definition projector for a truly cinematic experience. Enjoy stunning visuals for movies, games, or presentations.",16,29
3000433,39,2000153,Grapefruit Spoon,Grow fresh herbs vertically with this innovative wall-mounted herb garden kit. Maximize space and enjoy fresh flavors all year round.,3,51
3000859,23,2000002,Intel Core i9-10980XE,"Capture breathtaking aerial footage and explore further with this advanced drone. Featuring longer range, obstacle avoidance, and professional-grade camera capabilities.",98,19
3000225,38,2000320,Oster HeatSoft Hand Mixer,"Grow a lush indoor vertical garden with this innovative kit. Maximize space and enjoy fresh herbs, vegetables, or flowers year-round.",83,84
3000461,24,2000154,AMD Radeon Pro WX 8200,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,33,59
3000844,21,2000063,Vue 360° Security Camera (Indoor),Charge two devices wirelessly at once with this convenient charging pad. Perfect for keeping your phone and other Qi-enabled devices powered up.,66,93
3000474,33,2000952,Electric Wok,"Grow fresh herbs all year round with this easy-to-use kit. Includes seeds, soil, and a stylish planter.",31,6
3000720,36,2000120,Pilsner Glass,Advanced sous vide cooker with Wi-Fi connectivity and app control. Monitor cooking progress remotely and achieve perfectly cooked food every time.,22,82
3000115,28,2000120,Razer Blade 15,"Next-level virtual reality experience with enhanced graphics, haptic feedback, and realistic movement tracking. Explore virtual worlds with unparalleled immersion.",31,21
3000629,27,2000063,Cooler Master Cosmos C700P - Full Tower,Experience complete immersion with these powerful noise-canceling headphones. Premium sound quality and long battery life for uninterrupted audio bliss.,45,87
3000204,27,2000205,Thermaltake Core P3 - Open Frame Mid Tower,"Turn any wall into a giant screen with this portable projector. Perfect for movie nights, presentations, or gaming.",72,76
3000010,28,2000248,LG Gram 17,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,26,9
3000420,32,2000192,Serrated Utility Knife,Craft your own sparkling water at home with this fun and easy-to-use soda maker. Add a splash of flavor for a refreshing beverage.,41,8
3000928,21,2000835,Realme GT,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,95,17
3000693,12,2000072,Wanderlust Tee,Cozy and warm robe with a luxurious feel. Perfect for chilly mornings or evenings.,82,10
3000074,22,2000046,HTC Desire 21 Pro,Blast your tunes anywhere with this waterproof and portable Bluetooth speaker. Big sound in a small package.,19,29
3000499,27,2000790,Antec Torque - Open Frame Mid Tower,"Blast your tunes louder and clearer with this powerful portable Bluetooth speaker. Perfect for parties, outdoor adventures, or anywhere you need big sound.",89,56
3000504,22,2000763,Lenovo Z6 Pro,"Ultra-high definition projector for a truly cinematic experience. Enjoy stunning visuals for movies, games, or presentations.",97,88
3000132,11,2000248,Cargo Convertible Pants (Shorts),Flowy maxi dress with a dreamy floral print. Effortlessly chic for any occasion.,4,72
3000626,38,2000165,Hamilton Beach 6-Speed Electric Hand Mixer,"Space-saving and nesting bakeware set for all your baking needs. Includes cake pans, loaf pans, and baking sheets for delicious creations.",30,23
3000825,35,2000790,Pneumatic Grinder,Grow fresh herbs vertically with this innovative wall-mounted herb garden kit. Maximize space and enjoy fresh flavors all year round.,99,41
3000250,35,2000379,Surface Grinder,Start your day right with this programmable coffee maker. Brews delicious coffee with ease and keeps it hot for hours.,53,81
3000277,15,2000633,Voyage Running Shoes,Comfy and stylish leggings with a whimsical floral print. Perfect for everyday wear or lounging at home.,21,37
3000697,21,2000072,LG Wing,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",21,96
3000572,32,2000398,Kiritsuke Knife,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",84,95
3000160,32,2000137,Steak Knife,"Achieve restaurant-quality results at home with this sous vide precision cooker. Perfect for cooking meat, fish, and vegetables to a perfect temperature.",64,10
3000612,38,2000161,Dualit 6-Speed Professional Hand Mixer,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",42,20
3000853,34,2000398,Ceramic Frying Pan,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",53,14
3000167,12,2000086,Zenith Henley,Flowy maxi dress with a dreamy floral print. Effortlessly chic for any occasion.,30,67
3000230,24,2000845,NVIDIA GeForce RTX 3050,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,21,67
3000600,12,2000137,"Horizon Button-Down,",Water-resistant cargo pants with built-in phone pocket and hidden tech compartments. Stay stylish and organized.,90,16
3000493,15,2000224,Flow Espadrilles,Spacious and comfortable backpack for all your travel adventures. Built-in compartments keep everything organized.,59,64
3000432,27,2000952,SilverStone Technology Sugo SG13 - Mini-ITX,Capture life's moments in an instant with this point-and-shoot digital camera. Easy to use and perfect for capturing memories on the go.,6,16
3000730,33,2000398,Copper Wok,Craft your own sparkling water at home with this fun and easy-to-use soda maker. Add a splash of flavor for a refreshing beverage.,5,44
3000932,21,2000320,ZTE Axon 30 Ultra,"Capture life's moments in an instant with this portable, retro-inspired camera. Prints on-the-go for instant memories.",6,42
3000674,32,2000079,Cheese Knife,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,27,73
3000270,36,2000046,Hurricane Glass,"Boil water to the perfect temperature with this smart kettle.  Control temperature from your phone for precise brewing of tea, coffee, or baby formula.",5,65
3000516,21,2000224,Amplify Max Noise-Canceling Headphones,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",26,40
3000072,38,2000845,Krups 10-Speed Digital Hand Mixer,"Powerful food processor with multiple attachments for chopping, slicing, shredding, and kneading. Effortlessly prepare all your ingredients for delicious meals.",17,56
3000725,31,2000835,Spiralizer Vegetable Cutter,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",49,29
3000795,31,2000165,Fizz & Sparkle Soda Maker,"Cutlery set with razor-sharp, stainless steel blades for effortless slicing and dicing.  Elegant design complements any kitchen.",50,47
3000111,27,2000835,InWin 303 - ATX Mid-Tower,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,44,66
3000955,24,2000652,NVIDIA GeForce RTX 3090,Immerse yourself in your music with these noise-cancelling earbuds. Crystal-clear sound and long-lasting battery life.,88,24
3000244,23,2000150,AMD Ryzen Threadripper 3990X,Capture life's moments in an instant with this point-and-shoot digital camera. Easy to use and perfect for capturing memories on the go.,33,21
3000782,22,2000791,ZTE Nubia Z20,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,95,73
3000043,35,2000652,Tool and Cutter Grinder,"Grow fresh herbs all year round with this easy-to-use kit. Includes seeds, soil, and a stylish planter.",82,85
3000952,33,2000897,Ceramic-Coated Wok,Grill like a pro with this innovative smart grill. Control temperature and monitor cooking progress right from your phone for perfectly cooked food every time.,67,93
3000031,29,2000897,Lenovo Yoga Smart Tab,"High-definition projector for an incredible home theater experience. Enjoy movies, games, and presentations in stunning clarity.",10,11
3000470,29,2000287,Amazon Fire HD 8,Experience complete immersion with these powerful noise-canceling headphones. Premium sound quality and long battery life for uninterrupted audio bliss.,99,7
3000272,32,2000046,Tomato Knife,"Achieve restaurant-quality results at home with this sous vide precision cooker. Perfect for cooking meat, fish, and vegetables to a perfect temperature.",48,41
3000820,33,2000161,Anodized Aluminum Wok,Grill like a pro with this innovative smart grill. Control temperature and monitor cooking progress right from your phone for perfectly cooked food every time.,21,15
3000783,15,2000897,Current Clogs,Classic denim jacket with a relaxed fit and soft touch. Layer over any outfit for timeless style.,20,81
3000183,29,2000046,Asus ZenPad 3S 10,"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",7,34
3000796,27,2000205,NZXT H510 - Compact ATX Mid-Tower,Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,61,45
3000707,11,2000086,Daydream Dress,Breathable and moisture-wicking tank top for your toughest workouts. Rise from any challenge in style.,8,86
3000335,14,2000137,Flow Headband,High-performance leggings with built-in phone pocket and sweat-wicking technology. Stay comfortable and connected during your workout.,10,71
3000238,37,2000594,Dessert Bowl,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,72,21
3000647,27,2000379,Corsair Obsidian 500D RGB SE - Premium Mid-Tower,"Blast your tunes louder and clearer with this powerful portable Bluetooth speaker. Perfect for parties, outdoor adventures, or anywhere you need big sound.",3,68
3000261,21,2000063,Amplify Max Noise-Canceling Headphones,"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",10,66
3000073,11,2000790,Active Tank Top (Mesh Back),"Pamper your feet with these ultra-soft, cushioned socks. Available in a variety of fun colors and patterns.",2,39
3000396,29,2000952,Apple iPad (9th Generation),Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,92,33
3000401,21,2000120,Poco X3 NFC,"Blast your tunes worry-free with this waterproof and dustproof portable speaker. Perfect for pool parties, beach adventures, or any outdoor activity.",42,90
3000107,27,2000192,Fractal Design Meshify C - ATX Mid-Tower,Charge two devices wirelessly at once with this convenient charging pad. Perfect for keeping your phone and other Qi-enabled devices powered up.,23,70
3000822,11,2000046,Wanderlust Backpack,"Effortless one-piece outfit with multiple pockets for ultimate functionality. Perfect for work, errands, or travel.",55,89
3000832,33,2000154,Hand-Hammered Iron Wok,The ultimate kitchen companion for spiralizing enthusiasts.  Professional-grade blades handle even the toughest vegetables with ease.,24,48
3000394,21,2000625,Tecno Phantom X,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",2,15
3000686,21,2000205,Pulse Max Smartwatch,"High-definition projector for an incredible home theater experience. Enjoy movies, games, and presentations in stunning clarity.",57,31
3000800,21,2000625,Alcatel 3L,Blast your tunes anywhere with this waterproof and portable Bluetooth speaker. Big sound in a small package.,22,32
3000705,34,2000897,Carbon Steel Fry Pan,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",41,30
3000771,23,2000833,Intel Core i5-10600KF,"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",23,56
3000375,29,2000192,Samsung Galaxy Tab Active3,"Keep an eye on your property with this weatherproof 360° security camera. Live stream footage, receive alerts, and deter potential intruders.",60,33
3000597,35,2000057,Manual Coffee Grinder,Grow fresh herbs vertically with this innovative wall-mounted herb garden kit. Maximize space and enjoy fresh flavors all year round.,9,20
3000586,38,2000968,Smeg 50's Retro Style Aesthetic Stand Mixer,"Powerful food processor with multiple attachments for chopping, slicing, shredding, and kneading. Effortlessly prepare all your ingredients for delicious meals.",18,12
3000376,13,2000845,Utility Jumpsuit,Durable and waterproof hiking boots for any terrain.  Ankle support and aggressive tread keep you comfortable and confident on the trail.,36,48
3000745,39,2000079,Rice Spoon,"Powerful and versatile hand blender for effortless blending, pureeing, and whipping. Perfect for soups, smoothies, dips, and more.",83,29
3000540,33,2000835,Flat-Bottomed Wok,"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",57,40
3000560,37,2000520,Dip Bowl,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",63,18
3000276,27,2000897,Thermaltake View 71 RGB - Full Tower,Capture life's moments in an instant with this point-and-shoot digital camera. Easy to use and perfect for capturing memories on the go.,7,94
3000704,21,2000544,BlackBerry Key2 LE,"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",39,43
3000061,15,2000871,Aura Dress Shoes,Ultra-soft fleece hoodie with vibrant sunrise graphic. Perfect for cozy mornings.,9,43
3000505,37,2000625,Noodle Bowl,Craft your own sparkling water at home with this fun and easy-to-use soda maker. Add a splash of flavor for a refreshing beverage.,85,87
3000171,15,2000952,Whisper Ballet Flats,High-performance leggings with built-in phone pocket and sweat-wicking technology. Stay comfortable and connected during your workout.,24,77
3000418,12,2000659,Ember Crewneck,Comfy and stylish leggings with a whimsical floral print. Perfect for everyday wear or lounging at home.,60,32
3000022,13,2000057,Whisper Pajama Pants,Versatile shorts that convert to pants with a zip-on leg. Perfect for travel with multiple outfit options in one.,25,25
3000509,21,2000716,HTC U12+,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,2,65
3000362,21,2000791,Lenovo Legion Phone Duel,Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,74,80
3000799,33,2000379,Round-Bottomed Wok,"Grow a lush indoor vertical garden with this innovative kit. Maximize space and enjoy fresh herbs, vegetables, or flowers year-round.",85,83
3000701,21,2000398,Snap+ Wireless Charger Pad (Dual),"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",83,62
3000166,21,2000154,Redmi Note 10 Pro,Capture life's moments in an instant with this point-and-shoot digital camera. Easy to use and perfect for capturing memories on the go.,90,68
3000083,21,2000791,Nubia Red Magic 6,Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,31,84
3000185,38,2000280,Vonshef Electric Hand Mixer,"Boil water to the perfect temperature with this smart kettle.  Control temperature from your phone for precise brewing of tea, coffee, or baby formula.",100,87
3000538,36,2000002,Margarita Glass,Advanced sous vide cooker with Wi-Fi connectivity and app control. Monitor cooking progress remotely and achieve perfectly cooked food every time.,99,40
3000186,21,2000763,Sony Xperia 5 II,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,49,65
3000969,39,2000589,Caviar Spoon,Start your day right with this programmable coffee maker. Brews delicious coffee with ease and keeps it hot for hours.,28,49
3000446,23,2000455,AMD Ryzen 9 3950X,"Capture breathtaking aerial footage and explore further with this advanced drone. Featuring longer range, obstacle avoidance, and professional-grade camera capabilities.",38,7
3000696,11,2000659,Daydream Sleep Shorts,Comfy and stylish leggings with a whimsical floral print. Perfect for everyday wear or lounging at home.,26,88
3000679,15,2000897,Serenity Flip Flops,Ultra-lightweight and water-resistant windbreaker that folds into a compact pouch for easy carrying. Be prepared for unexpected showers on the go.,29,15
3000573,34,2000398,Paella Pan,Start your day right with this programmable coffee maker. Brews delicious coffee with ease and keeps it hot for hours.,8,91
3000930,29,2000154,Microsoft Surface Pro X,Capture life's moments in an instant with this point-and-shoot digital camera. Easy to use and perfect for capturing memories on the go.,77,90
3000524,22,2000153,Poco X3 NFC,"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",76,29
3000363,15,2000326,Nomad Chelsea Boots,Ultra-lightweight and water-resistant windbreaker that folds into a compact pouch for easy carrying. Be prepared for unexpected showers on the go.,95,22
3000512,33,2000398,Induction-Compatible Wok,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",96,77
3000221,38,2000137,tchenAid Artisan Series 5-Quart Tilt-Head Stand Mixer,"Advanced spiralizer with interchangeable blades for endless possibilities. Create veggie noodles, ribbons, and more.",22,68
3000315,36,2000341,Coupe Glass,Advanced sous vide cooker with Wi-Fi connectivity and voice control. Monitor cooking progress with ease and achieve perfectly cooked meals using voice commands.,85,25
3000750,22,2000341,Nubia Z30 Pro,Blast your tunes anywhere with this waterproof and portable Bluetooth speaker. Big sound in a small package.,77,43
3000532,31,2000763,Spiral Pro Vegetable Spiralizer,"Grow fresh herbs all year round with this easy-to-use kit. Includes seeds, soil, and a stylish planter.",83,22
3000960,15,2000897,Ember Sneakers (different design),Waterproof and breathable rain jacket for all-weather adventures. Packs down small for easy carrying and keeps you dry in any storm.,34,27
3000045,25,2000063,Corsair Dominator Platinum RGB 64GB (4x16GB) DDR4 3200MHz,"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",68,62
3000862,31,2000002,Bloom Sky Vertical Garden Kit,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,99,89
3000113,23,2000123,Intel Core i7-10700F,"Capture breathtaking aerial footage and explore further with this advanced drone. Featuring longer range, obstacle avoidance, and professional-grade camera capabilities.",92,66
3000265,36,2000188,Sherry Glass,Enjoy healthier fried food with this smart air fryer.  Control settings and access recipe inspiration from your phone for effortless cooking.,63,58
3000354,36,2000845,Port Glass,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",67,21
3000093,13,2000791,Rhythm Shorts,Lightweight and water-resistant windbreaker for all your adventures. Packs down small for easy carrying.,11,15
3000486,36,2000280,Mojito Glass,"Preserve the freshness and flavor of your food with this powerful vacuum sealer. Perfect for sous vide cooking, meal prep, and long-term food storage.",31,12
3000944,35,2000137,Electric Weed Grinder,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",41,21
3000857,32,2000150,Peeling Knife,Advanced sous vide cooker with Wi-Fi connectivity and voice control. Monitor cooking progress with ease and achieve perfectly cooked meals using voice commands.,60,47
3000758,27,2000897,Antec Torque - Open Frame Mid Tower,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,71,39
3000617,28,2000192,Alienware m15 R4,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,59,54
3000382,25,2000832,G.Skill Ripjaws V 32GB (2x16GB) DDR4 3000MHz,"Ultra-high definition projector for a truly cinematic experience. Enjoy stunning visuals for movies, games, or presentations.",59,87
3000813,11,2000123,Cargo Convertible Pants (Shorts),Cozy and supportive slippers with a fun and playful design. Keep your feet warm and comfortable at home.,58,26
3000742,39,2000835,Absinthe Spoon,"Achieve restaurant-quality results at home with this sous vide precision cooker. Perfect for cooking meat, fish, and vegetables to a perfect temperature.",72,63
3000110,36,2000763,Tequila Glass,"Achieve restaurant-quality results at home with this sous vide precision cooker. Perfect for cooking meat, fish, and vegetables to a perfect temperature.",34,92
3000636,15,2000791,Coastal Boat Shoes (different design),Ultra-soft fleece hoodie with vibrant sunrise graphic. Perfect for cozy mornings.,82,85
3000139,22,2000123,Samsung Galaxy Z Fold 3,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,41,12
3000513,34,2000188,Roasting Pan,"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",60,32
3000790,22,2000002,Apple iPhone 12 Mini,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,82,56
3000847,15,2000835,Flow Sandals (different design),Breathable and moisture-wicking tank top with a mesh back for maximum ventilation. Stay cool and comfortable during your toughest workouts.,11,30
3000914,38,2000057,Cuisinart SM-50BC 5.5-Quart Stand Mixer,Advanced sous vide cooker with Wi-Fi connectivity and voice control. Monitor cooking progress with ease and achieve perfectly cooked meals using voice commands.,22,64
